Year,"All Majors","Accounting and Actuarial Science","Advertising and Public Relations","Aerospace Engineering","Agricultural Economics","Animal Sciences","Anthropology and Archeology","Architecture","Area, Ethnic, and Civilization Studies","Art and Music Education","Art History and Criticism","Associates Degree","Biochemistry and Molecular Biology","Biological, Biomedical, and Environmental Engineering","Biology","Botany, Ecology, and Zoology","Business Management and Administration","Chemical Engineering","Chemistry","Civil Engineering","Commercial Art and Graphic Design","Communication Technologies","Communications","Composition and Speech","Computer Engineering","Computer Science","Construction Services","Criminology and Criminal Justice","Drama and Theater Arts","Early Childhood Education","Earth and Other Physical Sciences","Economics","Electrical Engineering","Elementary Education","Energy and Extraction Engineering","Engineering Technologies","English Language and Literature","Environment and Natural Resources","Family and Consumer Sciences","Film, Video and Photographic Arts","Finance","Fine and Studio Arts","General Agriculture","General Education","General Engineering","Geography","Health and Medical Administration","High School Degree or GED","History","Hospitality Management","Human Resources and Personnel Management","Industrial and Manufacturing Engineering","International Business and Business Economics","International Relations","Journalism","Language and Drama Education","Liberal Arts","Linguistics and Foreign Languages","Marketing and Marketing Research","Mass Media","Math and Science Teacher Education","Mathematics and Statistics","Mechanical Engineering","Medical Technologies and Assistance","Microbiology, Physiology, Genetics, and Neuroscience","Multidisciplinary Science","Music","Nursing","Operations and Logistics","Philosophy and Religious Studies","Physical and Health Education Teaching","Physical Fitness, Nutrition, and Sports Studies","Physics","Political Science and Government","Production and Transportation Technologies","Psychology","Public Administration and Policy","Secondary Teacher Education","Social Science or History Teacher Education","Social Work","Sociology","Some College, No Degree","Some High School","Special Needs Education","Theology and Religious Vocations","Treatment Therapy Professions"
10,60374.93068982926,98928.53209283864,56651.76282025736,146939.20745960236,68785.83900427684,56854.00114426797,34654.7833315461,62367.51828534068,29539.97842511981,32065.655684911068,45079.617270984585,34654.7833315461,64462.676119113006,98290.25603097316,49026.47527237345,33499.638439526076,73126.80159076517,223307.05463770538,76560.76145548205,106513.48788211243,49471.97937754677,56116.738027113934,56609.22969483091,27289.91880296485,188556.81084489182,110263.21758128268,109612.38666450024,49227.07448169902,29128.36270960918,40866.83862266328,60617.063171185466,108833.94967285669,174449.27722187288,39978.438578060726,214752.74620952844,85289.44688764273,41088.94409095075,34591.39683006428,43923.73020835798,34676.61187879795,109133.9316281743,27741.28950303836,57191.334476572876,46206.38505157723,136947.84450528523,72709.75438781115,39228.001903840035,17558.427192741234,40530.2848271324,64330.02607302569,72921.56353283227,177328.65606007056,85307.38489752289,71125.50675415854,52686.207961114815,37313.1947871585,31982.750862448578,36965.11677268069,84773.87639471241,37889.22832058726,68851.73471303217,72768.30895905208,162775.13460476656,59313.85377780984,55140.28066523925,61003.113660116214,30265.193450484927,121634.04321218398,124878.45775756832,33202.74836835382,26971.112870351746,30053.06362829156,89790.9816929386,60043.127164293284,66981.34510267385,41611.956083104786,50725.682869736826,44386.08066769918,34654.7833315461,34112.40941797969,44420.482458168066,22764.249758335704,13861.915515473172,71072.74573881221,34112.40941797969,33573.18239666519
11,67482.0233717849,109442.69492849473,63548.09929416352,171829.6355739307,76657.89529533907,61288.61323352087,37357.856431406704,69868.10876919008,34110.93551225594,34566.77682833413,48595.82741812138,37357.856431406704,72388.50367177093,119391.9635040407,55168.635666613634,36112.6102378091,81319.94886592828,255879.36732071664,85190.39170073824,118229.29963115265,55449.95634278693,62800.045741582595,63418.74501667362,29418.532469596106,218102.4343229781,122210.31789973353,121435.78415020934,55473.76112509879,31400.375000958695,44054.452035231014,67847.96945549236,120631.06596143286,201639.0357337357,43096.756787149454,245613.9761921907,94852.20104620792,44293.8817300449,39559.599532267064,47349.7811646099,37381.387605344185,120791.05244922098,29905.11008427535,63750.29352852044,49810.48308560025,160287.53153645617,80683.04945974686,44457.21534780969,18927.98451377505,45974.57973940801,71542.74460583145,81038.24188331,203989.72114890447,94640.75856207962,79433.02480186847,59062.57115676346,40223.62398055686,34477.40542971956,39848.39588094978,94029.2825980411,42965.76870203142,74222.17002064867,81269.15168870016,188777.39821503224,66148.85133136644,61813.74640551328,68014.48553865748,32625.878539622747,133708.14037460534,137920.81415346626,37886.12503076889,29074.859674239182,34528.13562953004,100180.5749190837,67379.58181878443,75145.93225658238,44857.68865758696,56853.173913477585,47848.19495977971,37357.856431406704,36773.177352582105,47885.28008990517,24539.861239485886,14943.144925680077,76616.41990643957,36773.177352582105,38396.44278757801
12,75111.01071753055,120721.0077507468,70946.25663521283,199532.37915323768,85076.14710448169,66069.1250657355,40271.769233056424,78043.11983562855,38836.03943502026,37262.98542094419,52386.30195673485,40271.769233056424,80780.0627400805,142443.4973504694,61901.535819449295,40973.62638575943,90177.4068052436,290217.20012568316,94644.16150381263,140125.3923022938,61867.644833956285,70091.78353033154,70742.44603020175,31713.178002224606,250305.40822878995,135064.95869252164,143077.25668211808,62177.9856863679,33849.604251033474,47490.69929397904,75638.23972596908,142798.65721507167,231182.66564966695,46458.303816547115,278087.4213267075,105232.28155102325,47748.80450498841,44948.64453335485,51043.064095449474,40297.13583856104,133370.21640882135,32237.70867084883,70885.82936504034,53695.70076627708,185373.50549119295,89384.64734219627,50129.64263475579,20404.367305849504,51921.848651678425,79389.50264672768,89815.71237602495,232761.49339844965,104738.71399658764,88387.28843067856,65890.95398277004,43361.0666510403,37166.64305323769,42956.57075966387,104001.01364852273,48459.33059888296,80011.49928225928,90677.98948740134,216829.45500678194,73467.56362279487,69087.20964072924,75576.06061767996,35170.69706571332,146703.77394603673,151954.6379621932,42930.66628449785,31342.69872882984,39323.8183168012,120390.59816842437,75296.00578306148,84075.98888852439,48356.588372878745,63432.76909219676,51580.35416664254,40271.769233056424,39641.48518608351,53686.90161759114,26453.970416165786,16108.710229883125,82592.50065914186,39641.48518608351,43630.103982165325
13,83319.1165575736,132915.20820648165,78886.1311225646,229702.15743750232,94273.64615553759,73228.44915000958,43412.96723323483,86848.50550677956,43996.489643624256,40169.49828377784,56472.43350936018,43412.96723323483,89855.15524672915,166306.07089913634,69200.76611382731,46182.576939325554,99675.45646391039,327025.7934944806,104933.54312991012,163262.2699763756,68769.63385363945,77834.05498261533,78619.67376775724,34186.80588639813,285242.4224466471,157724.03065491535,166506.3466546045,69427.6335414857,36489.87338261408,51194.973838909405,83927.00631326981,166443.61563352673,263225.842808067,50082.05151423779,312548.1445756934,116578.53063684342,51473.21125637751,50726.16279113783,55024.42309489453,43440.3124339688,146909.15209921787,34752.24994717504,78490.17638691487,57883.9654260467,212336.57855190244,98701.61488575663,56154.1052471904,21995.907955705767,58238.44901555186,87768.76446147746,99243.52917923829,264083.9177496098,115739.45936715575,98322.10984310808,73195.44592459878,46743.229849821444,40065.64121139023,48323.32741957903,114734.15655090907,54373.42819256123,86252.39622627551,100798.08442162434,247082.3642832585,81328.78688343595,76986.50587184733,83897.88961945147,37914.01143683896,160690.06149723657,167065.36669422398,48398.0379817685,33787.42922967857,44451.514573467604,143104.42279226374,83994.09295226251,93720.91897471275,52128.40226596328,70532.87403666119,55603.62179164065,43412.96723323483,42733.52103059802,59976.430121866615,28517.380108626716,17365.18962781401,89034.71571055493,42733.52103059802,49421.59814470695
14,92163.45113980304,146005.56853198918,87456.12753927415,262811.95916200423,104318.31707896615,81111.41052419097,46799.17867742715,96211.2682971081,49546.05279552392,43302.71914991251,60877.28332309028,46799.17867742715,99871.06252717185,182378.19778342705,77049.61688459148,51810.60235392082,109927.9999227582,366856.8576493646,115851.05915737842,188192.52860034985,76195.15334434452,86432.41361204222,87021.15328926443,38972.981063185216,322900.486798808,181902.49275186518,191321.7134320841,77222.6914904968,39336.083506457995,55188.181798344354,92980.37470538927,191682.7478391286,297908.9794767991,53988.45153234835,349350.04933222337,128707.22833722418,57457.07165541021,57026.38358335812,59316.32809629632,48898.536196805544,161534.39670044917,37462.9254430547,86691.52117664336,62398.91472927835,241210.0289206462,108728.19202593587,62712.037808600144,23711.58877625082,65062.45984163799,96731.16927230594,109266.80739251478,296996.35382295144,127577.27876117968,108636.06239015594,81179.53267106996,50389.20177810753,45210.31441913619,54083.530598085184,126331.31238010815,60679.411274448496,92980.08313192501,111685.2109737486,279768.69006300124,89731.34793478363,85609.27803790315,93032.11457081547,40871.30432891241,175726.70857139622,183289.79029512615,54189.185107355086,36422.848709593505,49968.224153110474,166327.08865516662,93239.70800151584,104222.49325504288,56194.41764270843,78143.74023887198,59940.70429138863,46799.17867742715,46066.73567098468,66756.44988280303,30741.735757099606,18719.674418783507,95979.42353597823,46066.73567098468,55661.29740487756
15,101707.02011555198,160106.94935182977,96690.56525489033,298779.43683827936,115147.19338440281,89585.63573593092,52395.55916791921,106310.90271813367,55695.27837317001,46680.331243605695,65625.71142229134,50449.51461426647,110531.56686955539,199345.3814448396,85404.14119971445,55851.829337526644,120935.5247576928,409684.44833155634,127507.11473203688,215102.65719037046,84125.56453707251,95536.92931750233,96032.09839759611,44079.64897780792,363040.28483093134,207996.6735691583,209391.46849378824,85636.5176307739,42404.298019961716,59492.85997861522,102797.08502631665,218213.72405136548,335270.3871228811,58199.550751871524,389581.238945185,141694.6044062442,63934.9790567877,63771.61670481749,63943.00168780743,54775.12348525389,177277.17683069967,40385.03362761297,95492.44729008767,67266.03007816206,272237.6564735509,119465.89798144418,69742.08087971661,25561.09270079839,72348.10003208768,106370.57708131723,120054.7480115378,332061.1778263403,140282.2452244356,119709.19842059023,89830.85734530058,54319.55951679992,50797.43628525917,60268.547165333024,138853.6693090779,67450.31595665913,100232.52961621516,123363.68112034854,315001.67745951406,98884.34894235447,94732.81616160301,102912.69600097908,44059.26606656758,191945.97443202484,209645.2857423841,60556.943032207215,39263.8309089418,55945.97427439078,191024.35091819623,103285.01676443566,123995.57328162216,60577.58221883969,86259.86762028653,64616.07922611695,50449.51461426647,49659.94105332148,73993.63630989667,33139.591146153376,20179.809023448623,103465.81857178453,49659.94105332148,62339.996741111456
16,111978.48172619157,175282.67788204987,106543.92665745397,337812.01139817963,126563.67492896588,98624.10403904457,56482.41278301692,117160.04314625818,62016.58891158235,50321.39708060694,70744.51691323007,54384.57675417926,122168.89940470323,217257.81276789602,94421.55171242655,62126.00787934198,132854.155203081,455410.5879628348,139961.31032751634,244381.7169980293,92663.84905886983,105443.21749638865,105718.6571606281,49515.379129213215,405749.0045344407,235985.86290968285,228807.7311073263,94743.92651102057,45711.83326551874,64133.30305694721,113663.13925575849,246740.2692833707,375348.2342693251,62739.11571051751,433143.92458890897,155562.53634159002,70875.57446134568,70983.67385761136,68930.55581945642,61086.9839822979,194185.03190332573,43535.066250566786,105050.2146970022,72512.78042425872,304867.9683595713,131006.68976336003,77323.76516664722,27554.857931460665,80233.3476085219,116691.33793992181,131640.0161847885,369941.185845166,153763.61751597907,131482.59960746267,99114.70225463658,58556.485159110314,56799.47080157549,64969.49384422901,152285.21316504883,74708.59288412117,108050.66692627996,135871.2075985234,352711.96814656514,108692.70274766373,104490.02487079443,113448.19088182806,47495.88881975985,209435.93604502326,238280.92711830811,67222.25375507293,44252.80733295275,62405.56517218115,209012.22167577685,114028.76773673223,145230.40933974224,65302.63363190919,94997.22501651892,71545.40127110742,54384.57675417926,53533.41645548056,81726.1138731728,35724.47925555334,21753.834127277616,111536.15242038375,53533.41645548056,69398.57157493764
17,123022.35440608903,191658.98788578986,116977.73999057435,379468.3304883933,138738.53095670114,108270.1226970732,60888.04098009223,128931.62733051252,68749.14541186685,54246.466052894284,76262.589232462,58626.57374100524,134655.78575823584,236862.19253248617,104135.66007133995,66971.83649393065,145681.5458984409,504327.87417294807,153284.85696449425,275588.92998575605,101814.34913705572,115890.98738828402,116175.30741419156,55267.32454720557,451887.4958578704,266175.6516539619,258580.14912620728,104555.88092046679,49277.35626022919,69135.70069538908,125299.91527050981,277578.1134014078,418452.75902624376,67632.76673593787,479727.2833000284,170435.7790941187,78389.23754436306,78713.5139756539,74307.13917337402,67806.72541199326,220444.55343289874,46930.80141811099,115408.03478679777,78168.77729735088,331632.3390919545,143474.37444445095,85453.98477938409,29704.13685011459,88691.00615190386,127802.30226567612,144207.65280833485,410999.73517568473,168316.95468994923,144220.3189619583,109141.56238784676,63123.89100152092,63147.305457864815,71908.4529857686,166698.4955976091,82493.0723443357,116478.61894652976,149310.85888493058,393181.6666156348,119280.63495931421,114818.18680466308,124684.08336680828,51200.56814770112,228231.37245202844,269161.9733587484,72465.58954796863,49602.591455228525,69314.4947197293,237267.73388813704,125710.88293347438,168506.00821330934,70396.23905519811,104294.21614443848,77125.94257025378,60547.89775011274,57709.02293900804,90036.7372827841,38510.988637486495,23450.63318920527,120235.97230917368,57709.02293900804,77004.25172023434
18,134895.88868463857,209216.745860407,128129.28984156653,423203.2960418971,151779.57553014538,118589.57664582823,65637.30817653942,141554.8996678077,76010.12326038888,58477.69040502003,82211.07119259404,63199.446492803654,156704.73856411316,257858.81140912944,114516.48242114754,74131.74024744067,159515.09408045185,557548.8368654889,167647.3035892826,309085.85316250724,111597.68835026148,127248.83049483635,127417.7600129192,61636.06312732037,501286.4703286975,298674.4818459519,290691.0344102539,115120.71929449408,53120.99004852707,74528.28534962944,137648.92010068448,311079.75270262023,464696.1770815481,72908.12254134103,530150.4051721457,186477.77926339195,86436.7062967151,87001.97993705762,80103.0960288972,75174.75207008621,240611.26844570815,50591.40392872365,126514.44766796246,84265.94192654426,360385.4381499199,156980.40075817783,94258.75676990532,32021.05952442353,97845.96199037148,139672.6994229641,157749.79560134176,454922.8821334031,184111.04971821042,157975.24364773746,119888.71054058732,68047.55449963955,69951.49989410039,79403.83043336432,182171.88439076033,90831.64955314722,125563.95122435909,163701.74412224503,436625.62194643606,130770.27188492539,126068.61006399698,136679.33934707957,55194.212463221804,248430.49356428089,301870.3891809569,78117.90553271017,55382.77263847673,76678.71176429851,267474.53374205856,138222.01863754948,193108.0346459942,75887.14570150357,114337.50947510968,85003.36214866646,65270.63377462153,62210.326728250664,98987.32247949003,41514.84575121044,25279.78257796328,129614.37814928923,62210.326728250664,85212.8192794502
19,147664.24888649507,228098.31690193815,140258.01220306082,469823.4349859565,165875.57795708822,129706.99000204407,72713.38428634714,155179.79747064805,83909.17836122481,63038.9502566116,88623.53474561637,68129.00331924234,171828.97799251747,289155.2591660583,125592.9939725752,81838.74844641158,174379.08420257326,615382.6045295184,183065.45222018872,344965.80493920686,120302.30804158188,139479.91586416465,139504.6325173466,68509.23579899322,554080.6781082458,333616.1198956373,326403.9714180469,126420.91089242129,57264.42727231218,80341.49160690054,150676.89875775605,346806.70157790784,514175.51864522655,78594.95609956564,584441.1829948276,203867.33066971914,95052.82520969218,95990.47915587989,86351.13751915118,83075.9027904407,270165.44055453496,54537.5334351641,138511.27853789838,90838.68539681472,399173.93216043984,171573.8879148766,103705.18612769636,34518.70216732857,107763.67493371127,152406.7905335236,172288.66963161808,501536.76160658716,201097.1289754112,172857.2038796035,131425.59209439787,73355.26375061144,77298.97586108522,87490.51667698196,198815.61501279823,99970.34814183826,135357.93941985912,179222.4299928394,483762.97131699667,143142.69453882743,138355.7007823146,149489.50777463923,59499.36103535311,270157.2047729678,336650.82727774227,86177.04686221403,61537.08612003274,84562.46548176285,300370.96767939004,151668.3408587501,219399.11784165894,81806.34306622086,125150.34358057888,91633.62439626246,72226.23618200715,67062.73221305422,108529.11363872331,44753.00371980486,27251.605619044418,139724.2996449338,67062.73221305422,94125.24640110166
20,161409.98236909017,248334.92784067927,153450.42564245884,520090.110929926,181064.24544095114,139824.13522220353,80214.83616274921,169695.90545262393,92492.18246110548,67955.98837662731,95536.17045577445,73443.06557814324,195659.66597702482,314313.80493075517,137519.5282146542,90124.49281539387,190354.02923993225,677846.5961312199,199719.1400381481,383651.3174454344,129685.88806882528,152590.0423917772,152449.26548530444,76024.64320625177,610975.5999388988,371050.3046250145,363549.28630255244,138542.69847652304,61731.052599552546,86608.12795223879,164667.9627915479,384984.20063611655,567515.2919205009,84725.36267533177,643105.7026135754,230194.43342515227,104304.42405444947,105620.49863491363,93086.52624564497,91820.4944567034,301713.68492942187,58791.46104310691,151270.05771358812,97924.10285776628,441490.02893281676,187358.9849685274,113753.1663331576,37211.160936380205,118409.25505822488,166097.34847045637,187840.1778219594,551808.7180823225,219355.06569933964,188834.9759287029,143755.93724865135,79076.97432315914,85261.2124247204,96132.14692605067,216721.4489270414,109838.73671983053,145915.85869460815,195937.03826633925,534530.369112181,156409.9123867719,151659.3377628816,163177.96384984042,64140.311196110655,293570.5664531292,373676.3837010771,94989.55525414972,68243.81987873508,92994.36645889303,335692.0995480235,166097.98103620324,247454.126656731,88187.23782538608,136871.46911117734,100592.71950837676,79687.4403027785,72293.62532567246,118769.3148175158,48243.738009949644,29377.230857329883,150622.79501723865,72293.62532567246,103678.1000028258
21,176192.82363568715,270140.4552515798,167718.26096910442,574706.5344537592,197326.98556763356,152464.728112006,88311.39197038613,185201.99039448606,101611.21166122565,73256.55547000426,102987.99175132488,79171.62469323844,213558.6574347042,341264.03741866857,150434.55593053225,99140.281882199,207513.6254109056,744897.4227679558,217789.1953054007,425118.73644383857,139801.3873381937,166731.18293480994,166325.57100304397,83951.12537164513,672420.2139778171,411176.11325494805,403830.9798422669,151607.828667119,66546.07470231767,93363.56193251343,179862.86305832915,425776.0896619509,625062.511693433,91333.94096400766,706359.4150036596,250946.86936225015,114250.5732288273,116024.8951483682,100347.27529280531,100958.92116415608,335546.699371458,63377.195004469264,165025.86309050294,105562.18288067207,487298.9580440948,204249.21712893472,124532.78789523276,40113.631489417865,129773.13882064927,180895.4591987873,204448.8926845066,605954.6285065839,239051.30994025254,205821.97775076065,157032.72074484912,85244.97832036557,93764.97099572544,103630.45438628265,235989.10906693706,120425.17302592873,157297.2956727876,213875.44116061926,588927.2215890328,170687.73461150797,165866.67155803792,177968.73009086918,69143.2554694073,318763.3483368197,413371.94560834666,104395.08360653743,75412.71010460518,102047.60737532128,374063.42897380504,181535.46566954296,277238.9917872835,95065.84237576622,149460.73429678375,110175.00893515952,87767.92113044225,77932.52810107492,129772.75324487849,52006.74957472573,31668.65486420162,162371.3730285833,77932.52810107492,113935.84029411057
22,192109.45069097893,293610.47313366376,182898.54059368552,633231.6143163523,214738.64246400943,166217.81591811738,95199.68054407627,201884.3929537011,111397.58693807045,78970.56679666459,111021.05510792823,85347.01141931103,240830.2072602063,369723.54720715806,164274.59175039953,108742.34472362348,225977.5112974065,816363.5617460195,237311.5404650027,469825.0070562269,150705.8955505728,181760.68185896496,181243.40195791714,92622.84178270963,738916.0704685597,454126.92727807927,445747.47437476314,165716.99838627662,71736.66852909845,100645.91976324949,196311.80448144546,469301.7307888206,687019.1136288937,98457.98835920027,774789.1285860867,273174.68044235883,124955.86972590767,127222.84111070097,108174.36276564412,110560.37093182374,371859.2523746572,68320.61621481787,179778.91612039032,113796.03314536449,536542.3449497897,222503.03347117346,136104.60982570873,43242.49474559246,141829.61153060797,196833.71205008283,222352.13232817943,664415.0822812786,260282.87957553178,223782.8543629561,171412.69683019753,91894.08662935407,102881.60362792596,111713.62982841273,256738.10810376497,131707.3239888977,169566.48473526505,233108.2518653977,647414.6697697038,186062.99660379355,181026.6036619358,193818.266560078,74536.42939602108,345892.25061998307,456442.16279755026,114460.5282048479,83101.4968286369,111709.8219149915,415115.64502148156,198064.12067555272,309037.6307651506,102480.97808107598,162944.2267605267,118768.65963210196,94613.81897861675,84011.26529295878,141586.4580937809,56063.27604155433,34138.80994360935,175036.34012481282,84011.26529295878,124808.8403714919
23,209243.93513921215,318918.2982474222,199031.68795350383,695696.840867264,233556.03844762166,181160.25989402432,104386.57221233808,219974.14128028584,121783.93276995994,85130.27100680441,119680.69740634663,92004.0783100173,269659.42862203997,400790.16788365896,179115.9181389114,119200.36336320605,245847.86295530852,893211.0507503906,258306.55804833124,517741.8064696923,162460.9554035175,198073.37572758668,197297.44371605339,101789.71364072022,809549.6487276036,500518.78920934984,490276.04709006206,180855.77768685087,77332.12867436813,108496.30150478294,214007.20970781648,515836.4476532846,753750.4122838282,106137.7114512179,848222.233888836,297069.36928309436,136444.69654919565,139239.14671015728,116611.96306136437,120876.20065445993,410981.0086139019,73649.62427957366,195723.07734351364,122672.12373070291,589093.5692535269,241976.76319755655,148640.78399037733,46615.40933574867,154697.96764086414,213923.86538581434,241614.84699099127,727421.5454026347,283055.7635037908,243184.53487468438,186859.07515634983,99061.8253864437,112658.10157933277,120427.29295502891,279046.852855753,143812.54913960875,182792.6705446157,253829.8101534754,710164.8818937585,202601.34266679455,197248.46711666856,210874.57315098436,80350.27088891072,375092.37662940304,502884.08382393664,125234.46657405076,91276.08365118498,122058.13703229457,459041.1315766511,215745.86519903308,335789.38811019034,110474.49437139991,177418.5562410021,128032.61508340591,103647.4006679364,90564.14398580955,152630.2018250958,60436.211572795575,36801.63711921088,188689.17465454823,90564.14398580955,136559.68672561296
24,227688.93234716714,346145.7006657938,216323.67547937052,762842.86373308,253985.6697089588,197204.91009116473,112528.72484490044,239546.81127008732,132946.46680868094,91770.43214533516,130660.84661662995,99180.39641819864,301315.26411963697,434320.8310093348,195030.55048207063,130336.14126024707,267236.32790258934,975878.6923321972,280813.5967846857,569554.8038735465,175132.90992499184,215465.9153975588,214587.5791331079,111821.93453079619,884835.8991126887,550399.4737736774,531047.2366207292,197095.19871463574,83364.03471096883,116959.013022156,233060.63288125742,565636.8426834161,825427.2044242044,114416.45294441289,927215.4171994086,322802.5009685336,148816.18610144907,152125.7272774804,125707.69618015079,132117.35367370004,453436.13364774507,79394.2949733804,212758.95835561334,132240.54938169773,645496.0910525824,262889.55699935893,162139.00126988368,50251.411263937065,168486.43196394018,232300.4049215434,262448.54193183524,795165.5490488736,307345.90587962326,263879.9063187291,203468.74735623613,106788.6477665863,123138.82612512648,129820.62180552114,303037.9467069603,156811.13227614082,198710.11364745666,276236.4102459405,778059.9889702778,220253.63820793986,214841.05875587184,229324.11620600743,86617.59201824575,406549.27263460454,552949.0772603255,136984.22124884606,100075.92404886466,131578.67172081355,505670.0986241264,234804.2776558806,372071.1830966408,119091.5049323691,192971.21180935844,138019.15905991156,113389.23907789907,97628.14721670268,164535.3575674533,65150.23607547363,39672.16481450932,203406.93027760298,99233.68670613224,149171.15482446304
25,247537.2882794935,375432.7326312329,235011.01913403082,834981.3274636072,276073.8959961621,214329.6502015559,122905.69042850316,260568.1742071346,143316.29121975804,98928.52585267132,140852.3926527271,106916.46733881815,334567.49410385883,470745.3125303992,212257.08281792668,142448.71571240338,290248.846395723,1065675.476566471,304944.66510886076,625335.6351740065,188793.27689914123,234071.72817724285,233189.77829606805,122324.63495662872,965401.146355631,604200.2980403117,575010.8204651728,214500.44068347858,89866.4294184244,126081.81603788417,253659.3778776517,619138.1861989698,902653.6326801808,123340.93627407712,1012620.1336769928,350456.6621521862,162141.94868193875,165988.7706360867,135512.89648220257,144396.94199212347,498823.96764277393,85587.04998130408,231064.46763252534,142555.31223347018,706011.8063987889,285416.99260100466,176661.47026316673,54171.02134252417,183446.1813747963,252127.22693048912,284988.59135593474,868248.8605213626,333341.35635341465,286154.97718093306,221240.66035075882,115118.16229238006,134427.41055429322,139946.6303063518,328771.08053973224,170763.38310213157,215839.08184202123,307338.12622374954,850849.4333192934,239207.612910401,233754.41912633964,249305.88617656857,93373.76419566893,440427.92073018773,606403.8781435613,149572.8126377351,109522.83120910813,141841.808115037,555936.3684736006,255437.09270568244,411075.7094357645,128380.64231709391,209751.53871620313,150383.73744766094,124002.7858951201,105243.14269960552,177369.11545771468,70231.95448936058,42766.59367004105,219272.67083925605,108585.78516761304,162824.47536514298
26,268873.3776505791,406965.3958681043,255132.94094936718,912917.4303318659,299852.30528853304,232670.13049570165,132492.33428192642,283146.665897361,154494.9619348992,106644.9508691797,151838.87927963983,115255.95179124599,370472.07290493266,509761.39103566326,230796.84458038845,155413.4372817465,315001.83678735554,1162414.8229907025,330972.77163311443,685543.2253745956,203519.15249727425,252329.32297506783,253123.97059640088,133597.50771102787,1052429.0975059115,661853.3990508366,629720.8266779692,233305.76888461135,98548.13465441126,135916.19768883914,282672.54310756864,676625.0016329096,985434.7465171979,132961.52930345514,1104936.3043927294,380276.7375496892,176411.0197120714,180938.81596423892,146082.90240781437,157407.57484464647,547308.532477285,92262.83987984581,250806.4455907181,153674.6265876809,771177.1702353599,309745.2832552699,192216.43916135197,58396.36100724105,199642.88452848486,273600.5626146367,309334.1305519733,946957.5088248145,361296.4849599675,310133.65480700193,240348.31426502301,124097.3789511857,146588.79019818828,152431.02832486347,356453.10075455694,185816.1521678212,234294.87830265024,340846.5254297828,929337.8518877092,259599.76450484782,254137.15595190224,270838.4498103457,100656.91780293112,476877.78116209386,664021.4852365511,163164.30551524743,119721.24105442352,152905.46914800993,609565.6145406201,277656.63752397354,452574.34768313076,138394.33241782725,227853.2115217308,163760.5727845884,135395.22185418828,113452.10783017476,191203.9064634164,75710.04693953072,46102.38797630426,236375.93916471806,118628.60985086908,177411.62761004394
27,291820.3189103476,440953.955184279,277008.3835005623,997294.4785132146,325265.51775979245,252481.3774994679,144351.1832254965,307455.14697059,166545.56896582132,114963.2570369757,163682.31186345176,124245.91603096316,401766.82259109797,558600.9364846876,250764.67232227034,169308.472581898,341649.5999542814,1266340.645110616,358999.47491511167,750193.4943351372,219393.6463920616,272011.0101671231,274568.65587544837,145659.9504843228,1146558.0530169334,723719.1557658633,688048.5272639411,253512.09710227777,107896.95226566627,146517.6611085686,313884.6433574083,731866.1410896607,1074293.3937640078,143332.52858912465,1204228.604920918,412371.0027568433,190171.07924961296,197085.3864902451,157477.3687956239,171194.39144166882,599172.7895914,99459.34139047377,272193.46228629444,165661.24746152,841015.1023686753,335905.1452580772,209088.1489053799,62951.27716580585,217065.17261811573,296851.4290574752,335500.51974982244,1031868.8878273552,391393.0234228877,335949.49749978504,260851.20439719473,133776.97450937817,159746.522464309,165883.7867749073,386253.5611295668,201973.03221445336,254114.58175225853,376567.3377250243,1013719.8624996908,281584.09080370434,275950.3891898967,293879.6434147388,108508.15739155974,516152.50526111503,725320.1297501451,177447.03793331582,130695.32624079108,164832.0957415547,667775.5173267324,301432.24383872014,490305.3237283768,150739.18320267994,247373.3211790658,178184.88194366533,147665.82030063507,122301.3722409284,206117.81116756288,81615.43060081411,49698.37423845599,254813.26241956605,127881.64141923685,193007.27467965026
28,316498.46911512275,477582.92676580336,300495.83119417384,1088148.1168440413,352608.7922767342,273804.21798580646,155610.57551708524,333542.2055120994,179536.1233451554,123930.39108585982,176449.532188801,133937.0974813783,435301.0433307385,604395.5827561708,272223.81863224175,184081.21174395218,370334.336334325,1377627.7703854868,389296.80188896414,819865.8813591374,236506.35081064244,294794.5152703621,297628.8407377546,158599.81855055672,1248200.6411980526,790006.0747407912,750947.7806042404,275224.1919072798,117912.42743569288,157946.03867503698,347554.3811640381,791251.2377415763,1169678.169311427,154512.46581907637,1310689.0199328836,453435.82937321934,205004.42343108277,214497.9222326578,169760.60356168257,186059.26594387012,655173.0615053452,107217.17001893073,295212.1840087855,178582.82476351855,916306.7785504975,364020.31432793435,227260.07445158114,67861.47678473871,235709.26454682738,321864.5573649742,363661.2825494245,1122813.3062603462,423844.36784729257,363746.4675702486,282918.20563485427,144211.5785211097,173907.12597908723,180448.10391748857,418395.9259438471,219370.75867017318,273935.5191289347,415139.0957534492,1104858.4197081293,305282.32726974343,299336.196931983,318691.6461620461,116971.79366810141,558449.5233742944,791253.0229563559,191287.90689211446,142498.37518029928,177688.99920939596,729523.7930210005,326895.317878892,530952.4553013175,164008.43947884245,268337.5445836426,193746.08279038893,160850.055234486,131840.87927572083,223697.32934383582,87981.43418767763,53574.84742905556,274688.69688829227,137856.40944993735,209806.2105346593
